BookID,Title,AuthorID,GenreID,ISBN,Publisher,PublicationDate,Stock,Price,Photo
20745,Teddy Bear Encyclopedia,189653,60,1564583023,Dk Pub,1993-09-01,18,313.88,http://images.amazon.com/images/P/1564583023.01.LZZZZZZZ.jpg
20748,Ultimate Teddy Bear Book,189653,60,1879431068,DK ADULT,1991-09-01,17,242.21,http://images.amazon.com/images/P/1879431068.01.LZZZZZZZ.jpg
20749,Behind the Scenes at the Museum,202753,444,0312139284,Black Swan,1998-06-01,7,482.81,http://images.amazon.com/images/P/0312139284.01.LZZZZZZZ.jpg
20751,The Way Home,187991,625,0340822376,Dutton Books for Young Readers,1999-09-01,4,301.46,http://images.amazon.com/images/P/0340822376.01.LZZZZZZZ.jpg
20753,Holiday Scrap Crafts,33141,73,069602358X,Meredith Pr,1992-07-01,9,256.59,http://images.amazon.com/images/P/069602358X.01.LZZZZZZZ.jpg
20755,Comeback,146568,119,0446674656,Zondervan,1990-03-01,19,116.19,http://images.amazon.com/images/P/0446674656.01.LZZZZZZZ.jpg
20756,Wait Till the Moon Is Full,202579,625,0440845556,HarperCollins,1989-11-01,13,156.9,http://images.amazon.com/images/P/0440845556.01.LZZZZZZZ.jpg
20758,The Runaway Bunny,202579,625,0060207655,HarperCollins,1942-06-01,19,262.13,http://images.amazon.com/images/P/0060207655.01.LZZZZZZZ.jpg
20759,Civility,208403,1063,0060977590,Harper Perennial,1999-03-01,16,379.62,http://images.amazon.com/images/P/0060977590.01.LZZZZZZZ.jpg
20760,Harold's Trip to the Sky,205248,625,0064430251,HarperCollins,1981-05-01,1,164.26,http://images.amazon.com/images/P/0064430251.01.LZZZZZZZ.jpg
20761,Snakes,285,626,0064461653,HarperColl,1994-02-01,13,476.2,http://images.amazon.com/images/P/0064461653.01.LZZZZZZZ.jpg
20762,Many Moons,103175,625,0156569809,HMH Books for Young Readers,1973-04-01,4,374.92,http://images.amazon.com/images/P/0156569809.01.LZZZZZZZ.jpg
20763,None of Your Business,6108,444,0345463994,Ballantine Books,2003-06-01,5,481.23,http://images.amazon.com/images/P/0345463994.01.LZZZZZZZ.jpg
20764,Louisiana Dawn,201744,444,0345467612,Ballantine Books,1987-09-01,9,146.43,http://images.amazon.com/images/P/0345467612.01.LZZZZZZZ.jpg
20765,The Phantom Tollbooth,201592,1247,0375806709,Bullseye Books,1988-12-01,19,155.16,http://images.amazon.com/images/P/0375806709.01.LZZZZZZZ.jpg
20767,The Movie Mom's Guide to Family Movies,174038,859,038078839X,Avon Books,1999-04-01,3,170.19,http://images.amazon.com/images/P/038078839X.01.LZZZZZZZ.jpg
20768,Democracy in America,111540,903,0451628012,Anchor,1969-05-01,15,472.45,http://images.amazon.com/images/P/0451628012.01.LZZZZZZZ.jpg
20769,Tales of a Fourth Grade Nothing,201032,625,0525469311,Yearling,1976-03-01,17,443.17,http://images.amazon.com/images/P/0525469311.01.LZZZZZZZ.jpg
20770,Cooking with Master Chefs,204009,273,0679748296,Knopf,1993-09-01,14,186.0,http://images.amazon.com/images/P/0679748296.01.LZZZZZZZ.jpg
20771,"White Snow, Bright Snow",24766,625,0688082947,HarperCollins,1988-11-01,1,107.46,http://images.amazon.com/images/P/0688082947.01.LZZZZZZZ.jpg
20772,Marvin and the Mean Words,132672,625,0698116577,Putnam Pub Group,1997-04-01,17,135.37,http://images.amazon.com/images/P/0698116577.01.LZZZZZZZ.jpg
20774,"National Geographic Guide to Family Adventure Vacations: Wildlife Encounters, Cultural Explorations, and Learning Escapes in the U.S. and Canada",18174,1163,079227590X,National Geographic,2000-05-01,14,410.97,http://images.amazon.com/images/P/079227590X.01.LZZZZZZZ.jpg
20778,There Are No Shortcuts,209355,367,1400030838,Anchor,2004-05-01,6,165.91,http://images.amazon.com/images/P/1400030838.01.LZZZZZZZ.jpg
20780,Thursday's Child,203204,444,0394820967,Mysterious Press,1991-02-01,5,191.79,http://images.amazon.com/images/P/0394820967.01.LZZZZZZZ.jpg
20781,Pack Up the Moon,154216,444,0919028462,Gallery Books,2008-04-01,18,365.16,http://images.amazon.com/images/P/0919028462.01.LZZZZZZZ.jpg
20782,Son of the Black Stallion,203277,625,0590303872,Yearling,1991-08-01,15,74.89,http://images.amazon.com/images/P/0590303872.01.LZZZZZZZ.jpg
20785,Are You in the House Alone?,202549,1247,0141306939,Puffin Books,2000-04-01,19,389.44,http://images.amazon.com/images/P/0141306939.01.LZZZZZZZ.jpg
20788,O Is for Outlaw,201671,444,B0000AZW79,Henry Holt and Co.,1999-10-01,3,304.87,http://images.amazon.com/images/P/B0000AZW79.01.LZZZZZZZ.jpg
20789,Ruffians: A Novel,208957,444,1878685783,Turner Pub,1993-09-01,8,292.78,http://images.amazon.com/images/P/1878685783.01.LZZZZZZZ.jpg
20790,The Mask,207126,444,1878574507,Berkley,1990-08-01,20,105.22,http://images.amazon.com/images/P/1878574507.01.LZZZZZZZ.jpg
20791,Speak,202584,1247,0613360133,Speak,2000-07-01,1,473.0,http://images.amazon.com/images/P/0613360133.01.LZZZZZZZ.jpg
20792,Madame Bovary,202662,444,2266083147,Signet Classics,2001-12-01,11,172.23,http://images.amazon.com/images/P/2266083147.01.LZZZZZZZ.jpg
20795,Open: Inside the Ropes at Bethpage Black,208727,1097,0316170038,Back Bay Books,2004-04-01,1,194.89,http://images.amazon.com/images/P/0316170038.01.LZZZZZZZ.jpg
20796,Handbook for the Soul,201113,973,0316128120,Little Brown & Co,1995-10-01,8,434.34,http://images.amazon.com/images/P/0316128120.01.LZZZZZZZ.jpg
20798,The Arthurian Legends: An Illustrated Anthology,17446,444,0880290501,Rl Innactive Titles,1979-10-01,11,88.77,http://images.amazon.com/images/P/0880290501.01.LZZZZZZZ.jpg
20800,Perfect Love,104974,444,0330344730,St. Martin's Griffin,2003-07-01,11,109.9,http://images.amazon.com/images/P/0330344730.01.LZZZZZZZ.jpg
20801,Balls,71296,444,0825300037,Algonquin Books,1998-10-01,10,438.33,http://images.amazon.com/images/P/0825300037.01.LZZZZZZZ.jpg
20802,Stones in Water,112027,1247,0525458425,Puffin Books,1999-10-01,17,410.24,http://images.amazon.com/images/P/0525458425.01.LZZZZZZZ.jpg
20803,"Thanks, Mom",198020,432,0316240222,St. Martin's Press,1997-03-01,16,75.47,http://images.amazon.com/images/P/0316240222.01.LZZZZZZZ.jpg
20804,Snow-walker,197644,1247,0060724749,Greenwillow Books,2005-09-01,7,369.68,http://images.amazon.com/images/P/0060724749.01.LZZZZZZZ.jpg
20805,Blue Moon,201809,444,0312991347,Berkley Hardcover,2002-10-01,7,202.7,http://images.amazon.com/images/P/0312991347.01.LZZZZZZZ.jpg
20806,Murder List,201745,444,0345453824,Ballantine Books,2004-08-01,16,326.34,http://images.amazon.com/images/P/0345453824.01.LZZZZZZZ.jpg
20808,Incubus Dreams (Anita Blake Vampire Hunter),201714,444,0425198243,Berkley Hardcover,2004-09-01,19,147.05,http://images.amazon.com/images/P/0425198243.01.LZZZZZZZ.jpg
20809,The Hazards of Sleeping Alone,145183,444,0743493508,Gallery Books,2004-09-01,9,337.98,http://images.amazon.com/images/P/0743493508.01.LZZZZZZZ.jpg
20810,Pink Moon,132016,444,0778320863,MIRA,2004-09-01,3,411.58,http://images.amazon.com/images/P/0778320863.01.LZZZZZZZ.jpg
20811,An Unfinished Life,143845,444,1400042011,Vintage,2005-08-01,15,357.04,http://images.amazon.com/images/P/1400042011.01.LZZZZZZZ.jpg
20812,A Test of Faith,68367,973,1590522656,Multnomah,2004-09-01,15,396.41,http://images.amazon.com/images/P/1590522656.01.LZZZZZZZ.jpg
20814,The Sands of Time: A Hermux Tantamoq Adventure,151440,1247,0967511127,Putnam Juvenile,2002-09-01,4,340.06,http://images.amazon.com/images/P/0967511127.01.LZZZZZZZ.jpg
20815,The Search for Delicious,202591,1247,0440843901,"Farrar, Straus and Giroux (BYR)",2005-04-01,8,315.55,http://images.amazon.com/images/P/0440843901.01.LZZZZZZZ.jpg
20818,Violation,133634,444,0525937366,Signet,1999-10-01,9,89.86,http://images.amazon.com/images/P/0525937366.01.LZZZZZZZ.jpg
20819,Patriots: The Vietnam War Remembered from All Sides,48411,537,067003214X,Viking Adult,2003-05-01,7,149.97,http://images.amazon.com/images/P/067003214X.01.LZZZZZZZ.jpg
20820,Gracious Living in a New World: Finding Joy in Changing Times,70641,133,0688143377,William Morrow Paperbacks,1997-11-01,10,229.33,http://images.amazon.com/images/P/0688143377.01.LZZZZZZZ.jpg
20822,Sons of Fortune,205131,444,0312993803,St. Martin's Paperbacks,2003-11-01,12,331.13,http://images.amazon.com/images/P/0312993803.01.LZZZZZZZ.jpg
20823,Abduction,204170,444,0373104359,G.P. Putnam's Sons,2000-11-01,12,253.47,http://images.amazon.com/images/P/0373104359.01.LZZZZZZZ.jpg
20826,Citizen Hughes,140559,119,0553254537,Henry Holt & Co,1987-08-01,8,468.55,http://images.amazon.com/images/P/0553254537.01.LZZZZZZZ.jpg
20827,Jesus and the Children (Family Time Bible Stories),155654,973,0783546289,Time Life Education,1995-12-01,16,93.65,http://images.amazon.com/images/P/0783546289.01.LZZZZZZZ.jpg
20828,Once In Paris,208839,444,0373770200,MIRA,1998-11-01,3,488.82,http://images.amazon.com/images/P/0373770200.01.LZZZZZZZ.jpg
20829,Paper Rose,208839,444,0373770219,MIRA,1999-11-01,18,168.63,http://images.amazon.com/images/P/0373770219.01.LZZZZZZZ.jpg
20830,The Texas Ranger,208839,444,0373770235,MIRA,2001-08-01,14,462.09,http://images.amazon.com/images/P/0373770235.01.LZZZZZZZ.jpg
20832,FAILURE TO CONNECT: How Computers Affect Our Children's Minds -- and What We Can Do About It,118940,367,0684855399,Simon & Schuster,1999-09-01,9,389.94,http://images.amazon.com/images/P/0684855399.01.LZZZZZZZ.jpg
20833,A Whole New Life,138782,119,0689121970,Scribner,1994-05-01,13,481.92,http://images.amazon.com/images/P/0689121970.01.LZZZZZZZ.jpg
20835,Biscotti,155467,273,0811800954,Chronicle Books,1992-04-01,17,286.32,http://images.amazon.com/images/P/0811800954.01.LZZZZZZZ.jpg
20837,"Father, We Thank You",206502,625,1587170728,Seastar Books,2000-12-01,14,259.67,http://images.amazon.com/images/P/1587170728.01.LZZZZZZZ.jpg
20838,Rewriting History,134207,903,0060736682,Harper,2004-05-01,4,94.07,http://images.amazon.com/images/P/0060736682.01.LZZZZZZZ.jpg
20839,England for All Seasons,121563,1163,0345403908,Ballantine Books,1998-03-01,18,380.25,http://images.amazon.com/images/P/0345403908.01.LZZZZZZZ.jpg
20840,Pisces Rising,159434,444,0312202989,St. Martin's Minotaur Books,2000-03-01,12,182.28,http://images.amazon.com/images/P/0312202989.01.LZZZZZZZ.jpg
20842,Best Friends,205899,444,0708943713,Riverhead Books,2002-06-01,1,281.22,http://images.amazon.com/images/P/0708943713.01.LZZZZZZZ.jpg
20843,Replay,203597,625,2020321262,HarperCollins,2005-09-01,6,99.29,http://images.amazon.com/images/P/2020321262.01.LZZZZZZZ.jpg
20844,Ladies Coupe,106362,444,0312320876,St. Martin's Griffin,2004-06-01,13,447.79,http://images.amazon.com/images/P/0312320876.01.LZZZZZZZ.jpg
20845,Head Games,143890,444,068985532X,St. Martin's Press,2004-03-01,3,370.44,http://images.amazon.com/images/P/068985532X.01.LZZZZZZZ.jpg
20846,Vegan Virgin Valentine,208682,1247,0763621552,Candlewick,2004-07-01,1,443.4,http://images.amazon.com/images/P/0763621552.01.LZZZZZZZ.jpg
20848,Black Beauty,202211,625,0897110080,Yearling,2000-12-01,11,204.52,http://images.amazon.com/images/P/0897110080.01.LZZZZZZZ.jpg
20849,Can You Keep a Secret?,200943,444,0385338082,The Dial Press,2004-05-01,1,125.76,http://images.amazon.com/images/P/0385338082.01.LZZZZZZZ.jpg
20850,Conditions of Faith,148323,444,0425181774,Berkley Trade,2002-01-01,9,397.04,http://images.amazon.com/images/P/0425181774.01.LZZZZZZZ.jpg
20851,Godplayer,205309,444,0451176243,G. P. Putnam's Sons,1983-07-01,20,60.98,http://images.amazon.com/images/P/0451176243.01.LZZZZZZZ.jpg
20852,Winning Low-Limit Hold'em (2nd Edition),100321,475,1886070156,Conjelco,2000-11-01,6,264.67,http://images.amazon.com/images/P/1886070156.01.LZZZZZZZ.jpg
20853,Java Performance Tuning,9399,257,0596000154,O'Reilly Media,2000-09-01,6,324.68,http://images.amazon.com/images/P/0596000154.01.LZZZZZZZ.jpg
20854,Ice Mummy,105865,625,0375808523,Random House Books for Young Readers,1998-10-01,1,461.1,http://images.amazon.com/images/P/0375808523.01.LZZZZZZZ.jpg
20855,"To the Top! Climbing the World's Highest Mountain (Step-Into-Reading, Step 5)",120524,626,0679838856,Random House Books for Young Readers,1993-03-01,8,182.94,http://images.amazon.com/images/P/0679838856.01.LZZZZZZZ.jpg
20857,A Kwanzaa Fable,193605,973,068813968X,William Morrow & Co,1995-10-01,4,172.7,http://images.amazon.com/images/P/068813968X.01.LZZZZZZZ.jpg
20858,A History of Christianity,39858,973,0312138075,St. Martin's Press,1995-01-01,11,245.12,http://images.amazon.com/images/P/0312138075.01.LZZZZZZZ.jpg
20860,Windhorse Woman: A Marriage of Spirit,83999,133,0446513903,Grand Central Publishing,1989-09-01,2,375.45,http://images.amazon.com/images/P/0446513903.01.LZZZZZZZ.jpg
20861,Andersonville: The Last Depot (Civil War America),11062,537,0807821527,The University of North Carolina Press,1994-01-01,20,203.47,http://images.amazon.com/images/P/0807821527.01.LZZZZZZZ.jpg
20864,Seasons,170402,444,0446350907,Grand Central Pub,1995-02-01,14,252.24,http://images.amazon.com/images/P/0446350907.01.LZZZZZZZ.jpg
20866,The Redemption of Sarah Cain,200814,444,0739412574,Bethany House Publishers,2000-08-01,5,448.44,http://images.amazon.com/images/P/0739412574.01.LZZZZZZZ.jpg
20867,A Piece of Cake,109763,625,076360111X,Candlewick,1997-03-01,9,318.04,http://images.amazon.com/images/P/076360111X.01.LZZZZZZZ.jpg
20868,What the Heart Knows,208295,444,1575660288,Avon,2000-06-01,3,124.5,http://images.amazon.com/images/P/1575660288.01.LZZZZZZZ.jpg
20869,Horrid Henry and the Bogey Babysitter,197386,625,0752856685,Orion Pub Co,2002-07-01,10,220.85,http://images.amazon.com/images/P/0752856685.01.LZZZZZZZ.jpg
20870,Horrid Henry's Revenge,197386,625,1858818257,Orion Pub Co,2004-08-01,20,412.69,http://images.amazon.com/images/P/1858818257.01.LZZZZZZZ.jpg
20871,Balzac and the Little Chinese Seamstress : A Novel,205460,444,0385722206  0,Knopf,2001-09-01,9,148.0,http://images.amazon.com/images/P/0385722206.01.LZZZZZZZ.jpg
20872,Selected Poems,115850,890,0460871501,Dover Publications,1990-07-01,9,96.9,http://images.amazon.com/images/P/0460871501.01.LZZZZZZZ.jpg
20874,I Took a Lickin' and Kept on Tickin' (And Now I Believe in Miracles),153324,564,0816174407,Villard,1993-11-01,14,449.79,http://images.amazon.com/images/P/0816174407.01.LZZZZZZZ.jpg
20875,The Year of Jubilo: A Novel of the Civil War,150846,444,0805059725,Picador,2001-05-01,7,167.49,http://images.amazon.com/images/P/0805059725.01.LZZZZZZZ.jpg
20877,The Da Vinci Code,200855,444,B00008WFXL,Doubleday,2003-04-01,20,321.36,http://images.amazon.com/images/P/B00008WFXL.01.LZZZZZZZ.jpg
20879,A Good Day to Die,115897,444,0385283431,Otto Penzler Books,1993-10-01,14,420.66,http://images.amazon.com/images/P/0385283431.01.LZZZZZZZ.jpg
20880,The Best American Short Stories 1990,208621,668,039551617X,HOUGHTON MIFFLIN HARCOURT,1990-10-01,2,342.46,http://images.amazon.com/images/P/039551617X.01.LZZZZZZZ.jpg
20881,Blackout,200908,444,039914594x,Berkley,2001-02-01,12,448.38,http://images.amazon.com/images/P/039914594X.01.LZZZZZZZ.jpg
20882,Inside the Sky: A Meditation on Flight,108804,1163,0679429832,Vintage,1999-06-01,8,190.44,http://images.amazon.com/images/P/0679429832.01.LZZZZZZZ.jpg
20883,Mapping the Next Millennium: How Computer-Driven Cartography Is Revolutionizing the Face of Science,128449,1017,0679741755,Vintage,1993-03-01,2,389.8,http://images.amazon.com/images/P/0679741755.01.LZZZZZZZ.jpg
20885,The New Glucose Revolution: The Authoritative Guide to the Glycemic Index--the Dietary Solution for Lifelong Health,158785,522,1569245061,Da Capo Lifelong Books,2002-12-01,2,190.64,http://images.amazon.com/images/P/1569245061.01.LZZZZZZZ.jpg
20887,The Runaway Soul,85032,444,0060975040,Farrar Straus Giroux,1991-10-01,7,134.31,http://images.amazon.com/images/P/0060975040.01.LZZZZZZZ.jpg
20888,The House on Hope Street,201743,444,0553502506,Delacorte Press,2000-06-01,3,360.36,http://images.amazon.com/images/P/0553502506.01.LZZZZZZZ.jpg
20889,Acts of Love,145184,444,0140232818,Crown,1997-03-01,11,244.49,http://images.amazon.com/images/P/0140232818.01.LZZZZZZZ.jpg
20897,Love and Friendship,200877,872,1843910608,Simon & Schuster,1993-06-01,1,323.79,http://images.amazon.com/images/P/1843910608.01.LZZZZZZZ.jpg
20898,Fireflies,208669,119,0525246800,Dutton Adult,1988-09-01,18,424.2,http://images.amazon.com/images/P/0525246800.01.LZZZZZZZ.jpg
20899,The Shrapnel Academy,203476,444,0670814822,The Viking Press,1987-04-01,3,459.51,http://images.amazon.com/images/P/0670814822.01.LZZZZZZZ.jpg
20900,Don't You Know There's a War On?,201014,625,0380815443,HarperCollins,2003-02-01,10,260.38,http://images.amazon.com/images/P/0380815443.01.LZZZZZZZ.jpg
20901,Servant of the Dragon,206925,444,1587880008,Tor Books,1999-08-01,18,88.07,http://images.amazon.com/images/P/1587880008.01.LZZZZZZZ.jpg
20903,Memoirs,133720,119,0679405887,Summit Books,1991-09-01,20,239.72,http://images.amazon.com/images/P/0679405887.01.LZZZZZZZ.jpg
20904,My Side of the Mountain,198121,1247,0141311878,Puffin Books,2001-05-01,15,125.46,http://images.amazon.com/images/P/0141311878.01.LZZZZZZZ.jpg
20907,The Greatest Evil (Father Koesler Mystery),103398,444,034542638X,Andrews McMeel Pub,1998-04-01,18,167.14,http://images.amazon.com/images/P/034542638X.01.LZZZZZZZ.jpg
20908,Couplehood,143513,564,055347703X,Bantam,1994-08-01,7,275.42,http://images.amazon.com/images/P/055347703X.01.LZZZZZZZ.jpg
20910,The First Elizabeth,206511,119,0671417460,Simon & Schuster,1984-04-01,3,413.67,http://images.amazon.com/images/P/0671417460.01.LZZZZZZZ.jpg
20911,Ladder of Years: A Novel,201509,444,0679441107,Vintage,1996-03-01,16,336.17,http://images.amazon.com/images/P/0679441107.01.LZZZZZZZ.jpg
20914,Island of the Blue Dolphins,201148,625,0881030279,Clarion Books,2010-02-01,19,68.98,http://images.amazon.com/images/P/0881030279.01.LZZZZZZZ.jpg
20918,Border Bride,138195,444,044020724X,POCKET,1993-09-01,20,227.58,http://images.amazon.com/images/P/044020724X.01.LZZZZZZZ.jpg
20919,The Rescue,136280,444,0553563475,Grand Central Pub,2000-09-01,12,62.48,http://images.amazon.com/images/P/0553563475.01.LZZZZZZZ.jpg
20920,"If You Haven't Got the Time to Do It Right, When Will You Find the Time to Do It",26934,150,0671733648,Fireside,1991-01-01,14,267.59,http://images.amazon.com/images/P/0671733648.01.LZZZZZZZ.jpg
20922,In The Company Of Cats,132962,870,0836279867,Andrews McMeel Publishing,1992-01-01,4,344.97,http://images.amazon.com/images/P/0836279867.01.LZZZZZZZ.jpg
20923,Obsession,156816,444,0843935316,Ballantine Books,2007-03-01,6,240.26,http://images.amazon.com/images/P/0843935316.01.LZZZZZZZ.jpg
20926,Why a Son Needs a Mom: 100 Reasons,74533,432,1581823908,Cumberland House,2004-03-01,7,290.47,http://images.amazon.com/images/P/1581823908.01.LZZZZZZZ.jpg
20927,Pocahontas,207810,1248,0385266073,Clarion Books,2005-10-01,13,149.81,http://images.amazon.com/images/P/0385266073.01.LZZZZZZZ.jpg
20929,Women and the American Experience,77138,537,0070715416,McGraw-Hill Humanities/Social Sciences/Languages,1999-08-01,10,173.95,http://images.amazon.com/images/P/0070715416.01.LZZZZZZZ.jpg
20930,The Devil's Door,151237,444,031285420X,Forge,1994-05-01,20,231.18,http://images.amazon.com/images/P/031285420X.01.LZZZZZZZ.jpg
20931,Horace's School: Redesigning the American High School (Study of High Schools),68996,367,0395572304,Houghton Mifflin School,1992-01-01,12,200.87,http://images.amazon.com/images/P/0395572304.01.LZZZZZZZ.jpg
20932,The Pre-Raphaelites (World of Art),79895,73,0500201021,Thames & Hudson,1985-02-01,8,452.47,http://images.amazon.com/images/P/0500201021.01.LZZZZZZZ.jpg
20937,The Making of a Chef: Mastering Heat at the Culinary Institute,207445,273,0805061738,Holt Paperbacks,1999-10-01,10,482.34,http://images.amazon.com/images/P/0805061738.01.LZZZZZZZ.jpg
20938,Dancing in Cadillac Light,203836,625,0399234020,Puffin Books,2003-09-01,12,219.89,http://images.amazon.com/images/P/0399234020.01.LZZZZZZZ.jpg
20939,Take Me Out of the Bathtub and Other Silly Dilly Songs,22843,625,0689829035,Margaret K. McElderry Books,2001-05-01,10,331.64,http://images.amazon.com/images/P/0689829035.01.LZZZZZZZ.jpg
20940,"The Octopus and the Orangutan: More True Tales of Animal Intrigue, Intelligence, and Ingenuity",170135,778,0452284112,Dutton,2002-08-01,7,403.47,http://images.amazon.com/images/P/0452284112.01.LZZZZZZZ.jpg
20941,Too Late the Phalarope,204361,444,0684185008,Macmillan Pub Co,1985-09-01,10,91.14,http://images.amazon.com/images/P/0684185008.01.LZZZZZZZ.jpg
20942,Dream Park,197338,444,0441167268,Ace,1981-04-01,5,318.41,http://images.amazon.com/images/P/0441167268.01.LZZZZZZZ.jpg
20943,Hitler's Willing Executioners: Ordinary Germans and the Holocaust,106019,537,0679446958,Knopf,1996-03-01,5,143.91,http://images.amazon.com/images/P/0679446958.01.LZZZZZZZ.jpg
20944,Durable Goods,201666,444,0679422080,Avon Books,1994-05-01,15,132.98,http://images.amazon.com/images/P/0679422080.01.LZZZZZZZ.jpg
20945,The Secret Life of Bees,201081,444,1565115392,Penguin Books,2003-01-01,19,172.58,http://images.amazon.com/images/P/1565115392.01.LZZZZZZZ.jpg
20946,Star Bright!: A Christmas Story,201816,444,0765305623,Forge Books,2004-11-01,7,414.11,http://images.amazon.com/images/P/0765305623.01.LZZZZZZZ.jpg
20951,Aesop's Fables Coloring Book,201518,626,0486210405,Dover Publications,1972-06-01,10,250.97,http://images.amazon.com/images/P/0486210405.01.LZZZZZZZ.jpg
20952,Sugaring Time,208158,625,068971081X,Aladdin,1986-10-01,17,407.73,http://images.amazon.com/images/P/068971081X.01.LZZZZZZZ.jpg
20954,The Voice on the Radio,203775,1247,059051914X,Laurel Leaf,1998-08-01,20,256.18,http://images.amazon.com/images/P/059051914X.01.LZZZZZZZ.jpg
20955,How to Really Love Your Child,155374,973,0451168356,Cook Communications,2004-03-01,11,440.07,http://images.amazon.com/images/P/0451168356.01.LZZZZZZZ.jpg
20956,The Secret of Loving,201636,973,0842358455,Tyndale House Pub,1997-12-01,15,400.31,http://images.amazon.com/images/P/0842358455.01.LZZZZZZZ.jpg
20957,Killings,147448,903,0140079777,Ticknor & Fields,1984-02-01,1,377.84,http://images.amazon.com/images/P/0140079777.01.LZZZZZZZ.jpg
20958,Listening to the Page,89714,639,0231122705,Columbia University Press,2001-05-01,18,330.83,http://images.amazon.com/images/P/0231122705.01.LZZZZZZZ.jpg
20959,Papal Sin: Structures of Deceit,204849,973,0385494106,Doubleday,2000-06-01,11,457.58,http://images.amazon.com/images/P/0385494106.01.LZZZZZZZ.jpg
20960,Peel My Love Like an Onion,135292,444,0385496761,Doubleday,1999-09-01,9,121.5,http://images.amazon.com/images/P/0385496761.01.LZZZZZZZ.jpg
20962,Which Side Are You On?: Trying to Be for Labor When It's Flat on Its Back,150489,537,0452268915,Plume,1992-08-01,6,327.96,http://images.amazon.com/images/P/0452268915.01.LZZZZZZZ.jpg
20965,Red Kayak,149070,625,0525473173,Puffin Books,2006-04-01,10,452.35,http://images.amazon.com/images/P/0525473173.01.LZZZZZZZ.jpg
20966,Treasure Island,200838,1247,0553210998,Viking Juvenile,1996-05-01,20,317.73,http://images.amazon.com/images/P/0553210998.01.LZZZZZZZ.jpg
20968,Scoundrel Time,204825,119,0704332159,Little & Brown,1976-04-01,9,418.22,http://images.amazon.com/images/P/0704332159.01.LZZZZZZZ.jpg
20969,Mr. Jefferson's University (National Geographic Directions),204849,367,0792265319,National Geographic,2002-11-01,12,182.43,http://images.amazon.com/images/P/0792265319.01.LZZZZZZZ.jpg
20970,A Season in Hell,198696,444,0821224581,Simon & Schuster,1989-01-01,14,335.46,http://images.amazon.com/images/P/0821224581.01.LZZZZZZZ.jpg
20972,A Medieval Woman's Mirror of Honor: The Treasury of the City of Ladies,208515,1063,0892551356,Persea,2001-05-01,17,360.14,http://images.amazon.com/images/P/0892551356.01.LZZZZZZZ.jpg
20975,The Bomb,112008,1247,0922915377,Avon Flare,1997-08-01,6,378.32,http://images.amazon.com/images/P/0922915377.01.LZZZZZZZ.jpg
20977,Where You Belong,201817,444,0553526030,Doubleday,2000-03-01,4,218.44,http://images.amazon.com/images/P/0553526030.01.LZZZZZZZ.jpg
20978,Wet Work,207866,444,0312929358,Knopf,1991-01-01,18,189.47,http://images.amazon.com/images/P/0312929358.01.LZZZZZZZ.jpg
20979,Selected Poems,146869,890,0571210767,Dover Publications,1990-07-01,1,410.93,http://images.amazon.com/images/P/0571210767.01.LZZZZZZZ.jpg
20980,The Monsters of Morley Manor: A Madcap Adventure,198190,625,0152163824,Clarion Books,2003-09-01,1,156.11,http://images.amazon.com/images/P/0152163824.01.LZZZZZZZ.jpg
20981,Debt of Honor,201479,444,0679436979,Putnam Adult,1994-08-01,19,297.81,http://images.amazon.com/images/P/0679436979.01.LZZZZZZZ.jpg
20982,"The pH Miracle: Balance Your Diet, Reclaim Your Health",113600,522,0446528099,Wellness Central,2003-05-01,8,298.34,http://images.amazon.com/images/P/0446528099.01.LZZZZZZZ.jpg
20983,For the Love of Money : A Novel,102313,444,0684872919,Simon & Schuster,2000-08-01,4,92.31,http://images.amazon.com/images/P/0684872919.01.LZZZZZZZ.jpg
20985,"Healthy Sleep Habits, Happy Child",104758,937,0449004023,Ballantine Books,1999-04-01,12,297.95,http://images.amazon.com/images/P/0449004023.01.LZZZZZZZ.jpg
20986,The Gun Runner's Daughter: A Novel,103118,444,0553582119,Random House,1998-08-01,15,263.18,http://images.amazon.com/images/P/0553582119.01.LZZZZZZZ.jpg
20987,Rumpole on Trial,208014,444,014016958X,Viking Adult,1992-11-01,19,218.36,http://images.amazon.com/images/P/014016958X.01.LZZZZZZZ.jpg
20988,The Trials of Rumpole,208014,444,0140246975,Penguin Books,1981-02-01,5,465.39,http://images.amazon.com/images/P/0140246975.01.LZZZZZZZ.jpg
20990,Rumpole of the Bailey,208014,444,0140250123,Viking Pr,1980-02-01,12,232.77,http://images.amazon.com/images/P/0140250123.01.LZZZZZZZ.jpg
20991,The Concise Oxford Dictionary of Literary Terms (Oxford Paperback Reference),203787,1063,0192828932,Oxford University Press,1992-06-01,13,78.92,http://images.amazon.com/images/P/0192828932.01.LZZZZZZZ.jpg
20992,Mother of Winter (Darwath),206312,444,0345397223,Del Rey,1997-06-01,4,101.15,http://images.amazon.com/images/P/0345397223.01.LZZZZZZZ.jpg
20993,Dear Mr. Henshaw,201738,625,0380727986,HarperCollins,2000-05-01,6,455.01,http://images.amazon.com/images/P/0380727986.01.LZZZZZZZ.jpg
20995,Eight Little Piggies: Reflections in Natural History (Norton Paperback),201583,778,0393311392,W. W. Norton & Company,1994-04-01,4,124.37,http://images.amazon.com/images/P/0393311392.01.LZZZZZZZ.jpg
